target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,fl_inst_resp_keys,mouse_x,mouse_y,mouse_leftButton,mouse_midButton,mouse_rightButton,mouse_started,mouse_stopped,sound_1_started,sound_1_stopped,no_text_started,no_text_stopped,yes_text_started,yes_text_stopped,mouse_2_x,mouse_2_y,mouse_2_leftButton,mouse_2_midButton,mouse_2_rightButton,mouse_2_started,mouse_2_stopped,mouse_2_clicked_name,back_2_started,back_2_stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl_started,fix_fl_stopped,targ_started,targ_stopped,j_button_started,j_button_stopped,k_button_started,k_button_stopped,l_button_started,l_button_stopped,j_button2_started,j_button2_stopped,k_button2_started,k_button2_stopped,l_button2_started,l_button2_stopped,mainback_started,mainback_stopped,key_resp_keys,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,mouse_6_started,mouse_6_stopped,id_,age_,gender_,date,expName,psychopyVersion,frameRate
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,5,113,3,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,1,neutral,negative,j,j,1,0.748673099995358,410.498194299988,411.510084299982,411.476188100001,None,410.498194299988,None,410.498194299988,None,410.498194299988,None,412.234405300004,None,412.234405300004,None,412.234405300004,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
positive,positive,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,6,114,11,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,2,positive,positive,l,l,1,0.701191999978619,412.253426999989,413.257734299987,413.237799099996,None,412.253426999989,None,412.253426999989,None,412.253426999989,None,413.937503500003,None,413.937503500003,None,413.937503500003,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,7,115,16,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,2,negative,neutral,k,k,1,1.19861620001029,413.954305699997,414.971154600004,414.926326299988,None,413.954305699997,None,413.954305699997,None,413.954305699997,None,416.139579799992,None,416.139579799992,None,416.139579799992,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,8,116,8,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,1,neutral,positive,l,l,1,0.804088400007458,416.154843600001,417.157128999999,417.1380489,None,416.154843600001,None,416.154843600001,None,416.154843600001,None,417.944469899993,None,417.944469899993,None,417.944469899993,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,9,117,1,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,1,neutral,neutral,k,k,1,0.630806800007122,417.959934099985,418.959540299984,418.942880599992,None,417.959934099985,None,417.959934099985,None,417.959934099985,None,419.577560699987,None,419.577560699987,None,419.577560699987,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
positive,negative,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,10,118,5,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,1,negative,positive,l,l,1,0.711917000007816,419.593315100006,420.601256299997,420.576561199996,None,419.593315100006,None,419.593315100006,None,419.593315100006,None,421.293146799994,None,421.293146799994,None,421.293146799994,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
positive,negative,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,11,119,14,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,2,negative,positive,l,l,1,0.655828699993435,421.308394299995,422.326451500005,422.287929899991,None,421.308394299995,None,421.308394299995,None,421.308394299995,None,422.952750300005,None,422.952750300005,None,422.952750300005,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,12,120,7,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,1,negative,neutral,k,k,1,0.689680699986639,422.969064100005,423.978363200004,423.960889399983,None,422.969064100005,None,422.969064100005,None,422.969064100005,None,424.643593799998,None,424.643593799998,None,424.643593799998,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,13,121,17,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,2,neutral,positive,l,l,1,0.747120399988489,424.658589300001,425.674794699997,425.655041099992,None,424.658589300001,None,424.658589300001,None,424.658589300001,None,426.393400899984,None,426.393400899984,None,426.393400899984,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
positive,positive,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,14,122,2,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,1,positive,positive,l,l,1,0.66686829997343,426.408876899979,427.435195700004,427.388474099978,None,426.408876899979,None,426.408876899979,None,426.408876899979,None,428.061744199984,None,428.061744199984,None,428.061744199984,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,15,123,10,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,2,neutral,neutral,k,k,1,0.726963799999794,428.078185599996,429.094438,429.06010599999,None,428.078185599996,None,428.078185599996,None,428.078185599996,None,429.792713399982,None,429.792713399982,None,429.792713399982,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,16,124,4,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,1,positive,neutral,k,k,1,1.58065800002078,429.808531699993,430.824120399979,430.8052494,None,429.808531699993,None,429.808531699993,None,429.808531699993,None,432.380349799991,None,432.380349799991,None,432.380349799991,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,17,125,12,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,2,neutral,negative,j,j,1,0.83016910002334,433.395145799994,434.412097799999,434.376452800003,None,433.395145799994,None,433.395145799994,None,433.395145799994,None,435.2115941,None,435.2115941,None,435.2115941,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
negative,positive,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,0,126,15,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,2,positive,negative,j,j,1,0.734164399997098,435.229130899999,436.252041900007,436.205572799983,None,435.229130899999,None,435.229130899999,None,435.229130899999,None,436.949758299981,None,436.949758299981,None,436.949758299981,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,1,127,4,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,1,positive,neutral,k,k,1,0.830598899978213,436.966471699998,437.971217999991,437.971217999991,None,436.966471699998,None,436.966471699998,None,436.966471699998,None,438.781306399999,None,438.781306399999,None,438.781306399999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
positive,negative,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,2,128,5,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,1,negative,positive,l,l,1,0.753258500015363,438.797669199994,439.818190199992,439.777158799989,None,438.797669199994,None,438.797669199994,None,438.797669199994,None,440.538453299995,None,440.538453299995,None,440.538453299995,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
negative,positive,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,3,129,6,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,1,positive,negative,j,j,1,0.734056099987356,440.557428600005,441.560297899996,441.540965199994,None,440.557428600005,None,440.557428600005,None,440.557428600005,None,442.274956499989,None,442.274956499989,None,442.274956499989,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,4,130,10,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,2,neutral,neutral,k,k,1,0.695817899977555,442.292764499987,443.31242989999,443.274444299983,None,442.292764499987,None,442.292764499987,None,442.292764499987,None,443.974179299991,None,443.974179299991,None,443.974179299991,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,5,131,8,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,1,neutral,positive,l,l,1,0.709637699997984,443.992433599982,445.007938099996,444.968315599981,None,443.992433599982,None,443.992433599982,None,443.992433599982,None,445.686373199982,None,445.686373199982,None,445.686373199982,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,6,132,13,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,2,positive,neutral,k,k,1,0.737426300009247,445.702661899995,446.710840799991,446.691051899979,None,445.702661899995,None,445.702661899995,None,445.702661899995,None,447.425720199977,None,447.425720199977,None,447.425720199977,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
positive,negative,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,7,133,14,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,2,negative,positive,l,l,1,0.758059999992838,447.442329199985,448.444140699983,448.427601999982,None,447.442329199985,None,447.442329199985,None,447.442329199985,None,449.187032099994,None,449.187032099994,None,449.187032099994,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
positive,positive,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,8,134,11,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,2,positive,positive,l,l,1,0.67789009999251,449.203009799996,450.210736899986,450.190986500005,None,449.203009799996,None,449.203009799996,None,449.203009799996,None,450.865475999983,None,450.865475999983,None,450.865475999983,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
positive,positive,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,9,135,2,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,1,positive,positive,l,l,1,0.633815600012895,450.881785999984,451.893868799991,451.855139499996,None,450.881785999984,None,450.881785999984,None,450.881785999984,None,452.503880299983,None,452.503880299983,None,452.503880299983,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,10,136,12,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,2,neutral,negative,j,j,1,0.819653700018534,452.523333199992,453.527114099998,453.491170900001,None,452.523333199992,None,452.523333199992,None,452.523333199992,None,454.325089099997,None,454.325089099997,None,454.325089099997,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,11,137,17,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,2,neutral,positive,l,l,1,0.815409300004831,454.342543299979,455.359490200004,455.33889709998,None,454.342543299979,None,454.342543299979,None,454.342543299979,None,456.143601499998,None,456.143601499998,None,456.143601499998,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
negative,negative,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,12,138,0,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,1,negative,negative,j,j,1,0.709479000011925,456.159598300001,457.160443100001,457.143635099987,None,456.159598300001,None,456.159598300001,None,456.159598300001,None,457.855992399977,None,457.855992399977,None,457.855992399977,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,13,139,1,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,1,neutral,neutral,k,k,1,0.819564399978844,457.873908199981,458.876997399988,458.860647399997,None,457.873908199981,None,457.873908199981,None,457.873908199981,None,459.677973299992,None,459.677973299992,None,459.677973299992,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,14,140,3,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,1,neutral,negative,j,j,1,0.77929249999579,459.693558900006,460.769234199979,460.743098199979,None,459.693558900006,None,459.693558900006,None,459.693558900006,None,461.458623799996,None,461.458623799996,None,461.458623799996,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,15,141,7,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,1,negative,neutral,k,k,1,0.710454599990044,461.476114099991,462.477394199988,462.46078199998,None,461.476114099991,None,461.476114099991,None,461.476114099991,None,463.174086399993,None,463.174086399993,None,463.174086399993,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,16,142,16,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,2,negative,neutral,k,k,1,0.811367500020424,463.19017289998,464.19427789998,464.178041799983,None,463.19017289998,None,463.19017289998,None,463.19017289998,None,464.988068599987,None,464.988068599987,None,464.988068599987,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
negative,negative,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,17,143,9,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,2,negative,negative,j,j,1,0.797068400017451,465.004252199986,466.011191700003,465.994718300004,None,465.004252199986,None,465.004252199986,None,465.004252199986,None,466.787899299996,None,466.787899299996,None,466.787899299996,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,0,144,8,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,1,neutral,positive,l,l,1,0.768507199973101,466.806335799978,467.812523200002,467.777375799982,None,466.806335799978,None,466.806335799978,None,466.806335799978,None,468.559118899988,None,468.559118899988,None,468.559118899988,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
positive,positive,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,1,145,11,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,2,positive,positive,l,l,1,0.670882799982792,468.576552099985,469.594080799987,469.558324699989,None,468.576552099985,None,468.576552099985,None,468.576552099985,None,470.230950200005,None,470.230950200005,None,470.230950200005,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
negative,positive,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,2,146,15,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,2,positive,negative,j,j,1,0.78719080000883,470.246654799994,471.262741699989,471.228735699988,None,470.246654799994,None,470.246654799994,None,470.246654799994,None,472.022526599996,None,472.022526599996,None,472.022526599996,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
negative,positive,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,3,147,6,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,1,positive,negative,j,j,1,0.70867660001386,472.041281699989,473.044492399989,473.026487299998,None,472.041281699989,None,472.041281699989,None,472.041281699989,None,473.731680399977,None,473.731680399977,None,473.731680399977,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,4,148,4,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,1,positive,neutral,k,k,1,0.663548500015168,473.747196699987,474.768953299994,474.727671899978,None,473.747196699987,None,473.747196699987,None,473.747196699987,None,475.397384599992,None,475.397384599992,None,475.397384599992,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,5,149,7,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,1,negative,neutral,k,k,1,1.50363039999502,475.413947299996,476.435863399995,476.3945695,None,475.413947299996,None,475.413947299996,None,475.413947299996,None,477.911352700001,None,477.911352700001,None,477.911352700001,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,6,150,10,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,2,neutral,neutral,k,k,1,0.649761099979514,478.930102199985,479.953010800004,479.911359699996,None,478.930102199985,None,478.930102199985,None,478.930102199985,None,480.565131299989,None,480.565131299989,None,480.565131299989,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
positive,negative,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,7,151,14,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,2,negative,positive,l,l,1,0.870686200010823,480.582645899995,481.602683100005,481.56101949999,None,480.582645899995,None,480.582645899995,None,480.582645899995,None,482.439921399992,None,482.439921399992,None,482.439921399992,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,8,152,16,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,2,negative,neutral,k,k,1,0.689301700011129,482.456705399993,483.461320699978,483.443380499986,None,482.456705399993,None,482.456705399993,None,482.456705399993,None,484.13076559999,None,484.13076559999,None,484.13076559999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
positive,negative,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,9,153,5,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,1,negative,positive,l,l,1,0.700712499994552,484.146285099996,485.158192599978,485.139183799998,None,484.146285099996,None,484.146285099996,None,484.146285099996,None,485.833644199977,None,485.833644199977,None,485.833644199977,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,10,154,3,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,1,neutral,negative,j,j,1,0.857136899983743,485.849032900005,486.861168400006,486.823155299993,None,485.849032900005,None,485.849032900005,None,485.849032900005,None,487.694639300002,None,487.694639300002,None,487.694639300002,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,11,155,1,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,1,neutral,neutral,k,k,1,0.617712399980519,487.709697499988,488.728215999989,488.689293599979,None,487.709697499988,None,487.709697499988,None,487.709697499988,None,489.314285499981,None,489.314285499981,None,489.314285499981,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,12,156,12,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,2,neutral,negative,j,j,1,0.784440899995388,489.330129799986,490.345531200001,490.308920099982,None,489.330129799986,None,489.330129799986,None,489.330129799986,None,491.099187399994,None,491.099187399994,None,491.099187399994,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
