target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,fl_inst_resp_keys,fl_inst_resp_rt,sound_1_started,sound_1_stopped,image_4_started,image_4_stopped,back_2_started,back_2_stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl_started,fix_fl_stopped,targ_started,targ_stopped,j_button_started,j_button_stopped,k_button_started,k_button_stopped,l_button_started,l_button_stopped,j_button2_started,j_button2_stopped,k_button2_started,k_button2_stopped,l_button2_started,l_button2_stopped,mainback_started,mainback_stopped,key_resp_keys,key_resp_rt,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,mouse_6_started,mouse_6_stopped,id_,date,expName,psychopyVersion,frameRate
positive,positive,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,3,129,2,,NaN,NaN,,NaN,,NaN,,main,2,2,1,positive,positive,j,j,1,0.851109700044617,424.281814500049,425.297025100037,425.278076100047,None,424.281814500049,None,424.281814500049,None,424.281814500049,None,426.130228210014,None,426.130228210014,None,426.130228210014,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,negative,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,4,130,14,,NaN,NaN,,NaN,,NaN,,main,1,1,2,negative,positive,j,j,1,0.697432300017681,426.134197300009,427.146922600048,427.128031000029,None,426.134197300009,None,426.134197300009,None,426.134197300009,None,427.830123810045,None,427.830123810045,None,427.830123810045,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,5,131,12,,NaN,NaN,,NaN,,NaN,,main,2,2,2,neutral,negative,l,l,1,0.829318100004457,427.834208400047,428.846731400001,428.830285500037,None,427.834208400047,None,427.834208400047,None,427.834208400047,None,429.660889210011,None,429.660889210011,None,429.660889210011,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,positive,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,6,132,6,,NaN,NaN,,NaN,,NaN,,main,1,1,1,positive,negative,l,l,1,0.798272799991537,429.661050300056,430.660950800055,430.660950800055,None,429.661050300056,None,429.661050300056,None,429.661050300056,None,431.460923110024,None,431.460923110024,None,431.460923110024,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,7,133,1,,NaN,NaN,,NaN,,NaN,,main,2,2,1,neutral,neutral,k,k,1,0.783990999974776,431.464367000037,432.463560000004,432.463560000004,None,431.464367000037,None,431.464367000037,None,431.464367000037,None,433.24684821,None,433.24684821,None,433.24684821,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,negative,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,8,134,5,,NaN,NaN,,NaN,,NaN,,main,2,2,1,negative,positive,j,j,1,0.848393899970688,433.250148700026,434.263520700042,434.246824600035,None,433.250148700026,None,433.250148700026,None,433.250148700026,None,435.096803910047,None,435.096803910047,None,435.096803910047,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,9,135,10,,NaN,NaN,,NaN,,NaN,,main,2,2,2,neutral,neutral,k,k,1,0.715104900009464,435.100077900046,436.113445500028,436.094323800004,None,435.100077900046,None,435.100077900046,None,435.100077900046,None,436.813498310052,None,436.813498310052,None,436.813498310052,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,positive,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,10,136,11,,NaN,NaN,,NaN,,NaN,,main,2,2,2,positive,positive,j,j,1,0.762580500042532,436.82004120003,437.83003100002,437.813489900029,None,436.82004120003,None,436.82004120003,None,436.82004120003,None,438.577722210035,None,438.577722210035,None,438.577722210035,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,positive,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,11,137,15,,NaN,NaN,,NaN,,NaN,,main,1,1,2,positive,negative,l,l,1,0.798020900052506,438.58134850004,439.594099800044,439.577435800049,None,438.58134850004,None,438.58134850004,None,438.58134850004,None,440.377335510048,None,440.377335510048,None,440.377335510048,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,12,138,13,,NaN,NaN,,NaN,,NaN,,main,1,1,2,positive,neutral,k,k,1,0.731665900035296,440.377473400033,441.377454800007,441.377454800007,None,440.377473400033,None,440.377473400033,None,440.377473400033,None,442.110676510032,None,442.110676510032,None,442.110676510032,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,13,139,7,,NaN,NaN,,NaN,,NaN,,main,1,1,1,negative,neutral,k,k,1,0.734185600013006,442.113999400055,443.11338320002,443.11338320002,None,442.113999400055,None,442.113999400055,None,442.113999400055,None,443.846529310051,None,443.846529310051,None,443.846529310051,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,negative,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,14,140,9,,NaN,NaN,,NaN,,NaN,,main,1,1,2,negative,negative,l,l,1,0.779167899978347,443.849443000043,444.863191600016,444.846674400032,None,443.849443000043,None,443.849443000043,None,443.849443000043,None,445.627583910018,None,445.627583910018,None,445.627583910018,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,negative,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,15,141,0,,NaN,NaN,,NaN,,NaN,,main,2,2,1,negative,negative,l,l,1,1.05089499999303,445.631594200036,446.646612900018,446.629994200019,None,445.631594200036,None,445.631594200036,None,445.631594200036,None,447.679784210055,None,447.679784210055,None,447.679784210055,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,16,142,8,,NaN,NaN,,NaN,,NaN,,main,1,1,1,neutral,positive,j,j,1,1.0477138000424,447.683571600006,448.696512100054,448.677593500004,None,447.683571600006,None,447.683571600006,None,447.683571600006,None,449.730041510024,None,449.730041510024,None,449.730041510024,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,17,143,16,,NaN,NaN,,NaN,,NaN,,main,1,1,2,negative,neutral,k,k,1,1.66208019998157,449.744113799999,450.743875500048,450.727205800009,None,449.744113799999,None,449.744113799999,None,449.744113799999,None,452.393908600032,None,452.393908600032,None,452.393908600032,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,negative,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,0,144,9,,NaN,NaN,,NaN,,NaN,,main,1,1,2,negative,negative,l,l,1,0.720613099983893,453.394817000022,454.396391600021,454.379780400021,None,453.394817000022,None,453.394817000022,None,453.394817000022,None,455.11288541003,None,455.11288541003,None,455.11288541003,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,1,145,3,,NaN,NaN,,NaN,,NaN,,main,2,2,1,neutral,negative,l,l,1,0.897281099983957,455.117188400007,456.12965170003,456.113005900057,None,455.117188400007,None,455.117188400007,None,455.117188400007,None,457.012862510054,None,457.012862510054,None,457.012862510054,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,2,146,1,,NaN,NaN,,NaN,,NaN,,main,2,2,1,neutral,neutral,k,k,1,0.79688660003012,457.015630700043,458.029584600008,458.012932100042,None,457.015630700043,None,457.015630700043,None,457.015630700043,None,458.810645510041,None,458.810645510041,None,458.810645510041,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,3,147,16,,NaN,NaN,,NaN,,NaN,,main,1,1,2,negative,neutral,k,k,1,0.613943099975586,458.8147321,459.827361600008,459.813049900054,None,458.8147321,None,458.8147321,None,458.8147321,None,460.426924810052,None,460.426924810052,None,460.426924810052,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,negative,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,4,148,14,,NaN,NaN,,NaN,,NaN,,main,2,2,2,negative,positive,j,j,1,0.681686600029934,460.427023400029,461.426998900017,461.426998900017,None,460.427023400029,None,460.427023400029,None,460.427023400029,None,462.110253610014,None,462.110253610014,None,462.110253610014,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,5,149,13,,NaN,NaN,,NaN,,NaN,,main,2,2,2,positive,neutral,k,k,1,0.632849000045098,462.113817800011,463.129455800052,463.112947100017,None,462.113817800011,None,462.113817800011,None,462.113817800011,None,463.743885010021,None,463.743885010021,None,463.743885010021,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,positive,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,6,150,11,,NaN,NaN,,NaN,,NaN,,main,1,1,2,positive,positive,j,j,1,0.649568799999543,463.748143400007,464.762794400041,464.746303000022,None,463.748143400007,None,463.748143400007,None,463.748143400007,None,465.39605911001,None,465.39605911001,None,465.39605911001,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,negative,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,7,151,5,,NaN,NaN,,NaN,,NaN,,main,2,2,1,negative,positive,j,j,1,0.829578700009733,465.398853700026,466.412866100029,466.396143400052,None,465.398853700026,None,465.398853700026,None,465.398853700026,None,467.227129710029,None,467.227129710029,None,467.227129710029,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,8,152,7,,NaN,NaN,,NaN,,NaN,,main,2,2,1,negative,neutral,k,k,1,0.681670900026802,467.230592300009,468.246024600056,468.229356700031,None,467.230592300009,None,467.230592300009,None,467.230592300009,None,468.910440510028,None,468.910440510028,None,468.910440510028,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,9,153,12,,NaN,NaN,,NaN,,NaN,,main,1,1,2,neutral,negative,l,l,1,0.867446899996139,468.929506100016,469.929405300005,469.912803400017,None,468.929506100016,None,468.929506100016,None,468.929506100016,None,470.780142610025,None,470.780142610025,None,470.780142610025,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,10,154,17,,NaN,NaN,,NaN,,NaN,,main,2,2,2,neutral,positive,j,j,1,0.815158099983819,470.793757100007,471.793440000038,471.776770500001,None,470.793757100007,None,470.793757100007,None,470.793757100007,None,472.593338110024,None,472.593338110024,None,472.593338110024,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,positive,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,11,155,2,,NaN,NaN,,NaN,,NaN,,main,1,1,1,positive,positive,j,j,1,0.811677900026552,472.597619500011,473.610124800005,473.593456500035,None,472.597619500011,None,472.597619500011,None,472.597619500011,None,474.410342010035,None,474.410342010035,None,474.410342010035,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,positive,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,12,156,15,,NaN,NaN,,NaN,,NaN,,main,2,2,2,positive,negative,l,l,1,1.31509350001579,474.414059400035,475.429350000049,475.412748400006,None,474.414059400035,None,474.414059400035,None,474.414059400035,None,476.726942310057,None,476.726942310057,None,476.726942310057,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,13,157,4,,NaN,NaN,,NaN,,NaN,,main,1,1,1,positive,neutral,k,k,1,0.750442399992608,476.730467000045,477.745977600047,477.729348000023,None,476.730467000045,None,476.730467000045,None,476.730467000045,None,478.479138010013,None,478.479138010013,None,478.479138010013,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,14,158,8,,NaN,NaN,,NaN,,NaN,,main,1,1,1,neutral,positive,j,j,1,1.04605429997901,478.4825251,479.49589890003,479.479181900038,None,478.4825251,None,478.4825251,None,478.4825251,None,480.526854410017,None,480.526854410017,None,480.526854410017,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,15,159,10,,NaN,NaN,,NaN,,NaN,,main,2,2,2,neutral,neutral,k,j,0,-0.735016399994493,480.533560300013,NaN,NaN,None,480.533560300013,None,480.533560300013,None,480.533560300013,None,480.793611600006,None,480.793611600006,None,480.793611600006,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,positive,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,16,160,6,,NaN,NaN,,NaN,,NaN,,main,2,2,1,positive,negative,l,l,1,1.05119119997835,483.794584800024,484.79581770004,484.779172600014,None,483.794584800024,None,483.794584800024,None,483.794584800024,None,485.843436010013,None,485.843436010013,None,485.843436010013,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,negative,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,17,161,0,,NaN,NaN,,NaN,,NaN,,main,2,2,1,negative,negative,l,l,1,0.799878999998327,485.847418400052,486.862405600026,486.843481100048,None,485.847418400052,None,485.847418400052,None,485.847418400052,None,487.645512310037,None,487.645512310037,None,487.645512310037,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,negative,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,0,162,14,,NaN,NaN,,NaN,,NaN,,main,2,2,2,negative,positive,j,j,1,0.764875599998049,487.649310900015,488.662338100024,488.645655100001,None,487.649310900015,None,487.649310900015,None,487.649310900015,None,489.41220401001,None,489.41220401001,None,489.41220401001,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,1,163,8,,NaN,NaN,,NaN,,NaN,,main,2,2,1,neutral,positive,j,j,1,0.666200799983926,489.416086600046,490.429012700042,490.412433700054,None,489.416086600046,None,489.416086600046,None,489.416086600046,None,491.076645310043,None,491.076645310043,None,491.076645310043,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,negative,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,2,164,5,,NaN,NaN,,NaN,,NaN,,main,2,2,1,negative,positive,j,j,1,0.71084630000405,491.083452500054,492.093015700055,492.076352900011,None,491.083452500054,None,491.083452500054,None,491.083452500054,None,492.792947210028,None,492.792947210028,None,492.792947210028,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,negative,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,3,165,9,,NaN,NaN,,NaN,,NaN,,main,2,2,2,negative,negative,l,l,1,0.815116999961901,492.793122800009,493.793013900053,493.793013900053,None,492.793122800009,None,492.793122800009,None,492.793122800009,None,494.609624010051,None,494.609624010051,None,494.609624010051,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,4,166,7,,NaN,NaN,,NaN,,NaN,,main,2,2,1,negative,neutral,k,k,1,0.798454700037837,494.61368900002,495.628885000013,495.612395600008,None,494.61368900002,None,494.61368900002,None,494.61368900002,None,496.409862310049,None,496.409862310049,None,496.409862310049,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,5,167,13,,NaN,NaN,,NaN,,NaN,,main,2,2,2,positive,neutral,k,k,1,0.734192100004293,496.41361680004,497.428848700016,497.412195100042,None,496.41361680004,None,496.41361680004,None,496.41361680004,None,498.145440910017,None,498.145440910017,None,498.145440910017,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,6,168,16,,NaN,NaN,,NaN,,NaN,,main,1,1,2,negative,neutral,k,k,1,0.712366699997801,498.148797000002,499.159888200054,499.145480700012,None,498.148797000002,None,498.148797000002,None,498.148797000002,None,499.859796510026,None,499.859796510026,None,499.859796510026,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,positive,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,7,169,6,,NaN,NaN,,NaN,,NaN,,main,1,1,1,positive,negative,l,l,1,0.782002699968871,499.863346600032,500.878795700031,500.862139500037,None,499.863346600032,None,499.863346600032,None,499.863346600032,None,501.643096310034,None,501.643096310034,None,501.643096310034,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,8,170,10,,NaN,NaN,,NaN,,NaN,,main,1,1,2,neutral,neutral,k,k,1,0.664413599995896,501.647051300039,502.662016800023,502.64549580001,None,501.647051300039,None,501.647051300039,None,501.647051300039,None,503.309346710046,None,503.309346710046,None,503.309346710046,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,positive,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,9,171,2,,NaN,NaN,,NaN,,NaN,,main,2,2,1,positive,positive,j,j,1,0.731644099985715,503.309446600033,504.309401800041,504.309401800041,None,503.309446600033,None,503.309446600033,None,503.309446600033,None,505.042729210056,None,505.042729210056,None,505.042729210056,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,10,172,3,,NaN,NaN,,NaN,,NaN,,main,1,1,1,neutral,negative,l,l,1,0.750896600016858,505.046015700034,506.045391600055,506.045391600055,None,505.046015700034,None,505.046015700034,None,505.046015700034,None,506.795250110043,None,506.795250110043,None,506.795250110043,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,positive,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,11,173,11,,NaN,NaN,,NaN,,NaN,,main,2,2,2,positive,positive,j,j,1,1.01275650004391,506.798572900007,507.81192430004,507.795320600038,None,506.798572900007,None,506.798572900007,None,506.798572900007,None,508.80962471001,None,508.80962471001,None,508.80962471001,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,negative,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,12,174,0,,NaN,NaN,,NaN,,NaN,,main,2,2,1,negative,negative,l,l,1,0.697898600017652,508.819946400006,509.828588700038,509.812001600047,None,508.819946400006,None,508.819946400006,None,508.819946400006,None,510.509266410029,None,510.509266410029,None,510.509266410029,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,13,175,1,,NaN,NaN,,NaN,,NaN,,main,1,1,1,neutral,neutral,k,k,1,1.0318178999587,510.512713500008,511.511951600027,511.511951600027,None,510.512713500008,None,510.512713500008,None,510.512713500008,None,512.54283911002,None,512.54283911002,None,512.54283911002,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,14,176,12,,NaN,NaN,,NaN,,NaN,,main,1,1,2,neutral,negative,l,l,1,0.747995999990962,512.546317200002,513.559236100002,513.542563000054,None,512.546317200002,None,512.546317200002,None,512.546317200002,None,514.292477310001,None,514.292477310001,None,514.292477310001,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,positive,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,15,177,15,,NaN,NaN,,NaN,,NaN,,main,1,1,2,positive,negative,l,l,1,0.69869240000844,514.292679300008,515.292591000034,515.292591000034,None,514.292679300008,None,514.292679300008,None,514.292679300008,None,515.992824410036,None,515.992824410036,None,515.992824410036,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,16,178,4,,NaN,NaN,,NaN,,NaN,,main,2,2,1,positive,neutral,k,k,1,0.917110799986403,515.99666080001,517.011858500016,516.995222100057,None,515.99666080001,None,515.99666080001,None,515.99666080001,None,517.911662810022,None,517.911662810022,None,517.911662810022,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,17,179,17,,NaN,NaN,,NaN,,NaN,,main,2,2,2,neutral,positive,j,j,1,0.699432800000068,517.914926800004,518.928404000006,518.91177810001,None,517.914926800004,None,517.914926800004,None,517.914926800004,None,519.611750310002,None,519.611750310002,None,519.611750310002,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,positive,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,0,180,6,,NaN,NaN,,NaN,,NaN,,main,1,1,1,positive,negative,l,l,1,0.861587800027337,519.615981800016,520.626114100043,520.611752299999,None,519.615981800016,None,519.615981800016,None,519.615981800016,None,521.475994010054,None,521.475994010054,None,521.475994010054,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,1,181,12,,NaN,NaN,,NaN,,NaN,,main,2,2,2,neutral,negative,l,l,1,0.7150990999653,521.479556900042,522.492712700041,522.478256500035,None,521.479556900042,None,521.479556900042,None,521.479556900042,None,523.192634310055,None,523.192634310055,None,523.192634310055,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,positive,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,2,182,11,,NaN,NaN,,NaN,,NaN,,main,1,1,2,positive,positive,j,j,1,0.947907999972813,523.196475100005,524.209025500051,524.19235310005,None,523.196475100005,None,523.196475100005,None,523.196475100005,None,525.142255210032,None,525.142255210032,None,525.142255210032,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
