target,distractor,set,ans1,ans2,ans,total_experiment_thisRepN,total_experiment_thisTrialN,total_experiment_thisN,total_experiment_thisIndex,flanker_thisRepN,flanker_thisTrialN,flanker_thisN,flanker_thisIndex,fl_ins_rep_thisRepN,fl_ins_rep_thisTrialN,fl_ins_rep_thisN,fl_ins_rep_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,flanker_prac_exp_thisRepN,flanker_prac_exp_thisTrialN,flanker_prac_exp_thisN,flanker_prac_exp_thisIndex,fl_block_thisRepN,fl_block_thisTrialN,fl_block_thisN,fl_block_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,flanker_block_ins_thisRepN,flanker_block_ins_thisTrialN,flanker_block_ins_thisN,flanker_block_ins_thisIndex,stroop_thisRepN,stroop_thisTrialN,stroop_thisN,stroop_thisIndex,conjunction_thisRepN,conjunction_thisTrialN,conjunction_thisN,conjunction_thisIndex,conj_ins_loop_thisRepN,conj_ins_loop_thisTrialN,conj_ins_loop_thisN,conj_ins_loop_thisIndex,conj_prac_loop_thisRepN,conj_prac_loop_thisTrialN,conj_prac_loop_thisN,conj_prac_loop_thisIndex,conj_block_thisRepN,conj_block_thisTrialN,conj_block_thisN,conj_block_thisIndex,conj_main_loop_thisRepN,conj_main_loop_thisTrialN,conj_main_loop_thisN,conj_main_loop_thisIndex,conj_block_ins_thisRepN,conj_block_ins_thisTrialN,conj_block_ins_thisN,conj_block_ins_thisIndex,st_ins_loop_thisRepN,st_ins_loop_thisTrialN,st_ins_loop_thisN,st_ins_loop_thisIndex,stroop_prac_loop_thisRepN,stroop_prac_loop_thisTrialN,stroop_prac_loop_thisN,stroop_prac_loop_thisIndex,st_block_thisRepN,st_block_thisTrialN,st_block_thisN,st_block_thisIndex,stroop_main_loop_thisRepN,stroop_main_loop_thisTrialN,stroop_main_loop_thisN,stroop_main_loop_thisIndex,stroop_block_ins_thisRepN,stroop_block_ins_thisTrialN,stroop_block_ins_thisN,stroop_block_ins_thisIndex,image_8_started,start_wait_started,key_resp_9_started,key_resp_9_keys,key_resp_9_rt,key_resp_9_duration,fl_inst_resp_keys,fl_inst_resp_rt,fl_inst_resp_duration,image_4_started,image_5_started,image_6_started,back_2_started,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fix_fl_started,j_button_started,k_button_started,l_button_started,targ_started,fix_fl_stopped,fl_ans,fl_res,fl_corr,fl_rt,j_button2_started,k_button2_started,l_button2_started,j_button2_stopped,k_button2_stopped,l_button2_stopped,backimg_started,fl_prac_text_started,fl_prac_key_started,fl_prac_key_keys,fl_prac_key_rt,fl_prac_key_duration,mainback_started,mouse_6_started,image_7_started,key_resp_keys,key_resp_rt,key_resp_duration,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,back_2_stopped,task_type,j_button2_2_started,j_button2_2_stopped,k_button2_2_started,k_button2_2_stopped,l_button2_2_started,l_button2_2_stopped,contineu_img_started,key_resp_8_started,key_resp_8_keys,key_resp_8_rt,key_resp_8_duration,next_game_img_started,next_game_key_started,next_game_key_keys,next_game_key_rt,next_game_key_duration,key_resp_5_keys,key_resp_5_rt,key_resp_5_duration,image_11_started,ins_rep_img_2_started,image_9_started,back_started,st_back_2_started,st_ans,st_res,st_corr,st_rt,st2_resp_2_keys,st2_resp_2_corr,mainback_2_started,mouse_started,image_10_started,key_resp_4_keys,key_resp_4_rt,key_resp_4_duration,mouse_x,mouse_y,mouse_leftButton,mouse_midButton,mouse_rightButton,back_stopped,contineu_block_started,key_resp_10_started,key_resp_10_keys,key_resp_10_rt,key_resp_10_duration,key_resp_3_keys,key_resp_3_rt,key_resp_3_duration,image_started,ins_rep_img_started,image_9_stopped,st_back_started,st2_resp_keys,st2_resp_corr,text_started,text_stopped,id_,age,order,sex,flanker,stroop,conjunction,test_mode,date,expName,psychopyVersion,frameRate
positive,positive,2,l,j,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,1,1,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,1,1,2,positive,positive,994.85275130003,994.85275130003,994.85275130003,994.85275130003,995.852313300013,995.873456100002,j,j,1,1.43668370001251,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,flanker,997.288635500008,997.288635500008,997.288635500008,997.288635500008,997.288635500008,997.288635500008,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,301,5,2,m,yes,yes,yes,no,2023-10-14_13h22.53.242,all_task_Ver_0825,2023.1.3,59.9155430421638
neutral,negative,1,k,k,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,2,2,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,2,2,1,negative,neutral,997.288635500008,997.288635500008,997.288635500008,997.288635500008,998.286768499995,998.307722700003,k,k,1,1.73019610001938,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,flanker,1000.0218863,1000.0218863,1000.0218863,1000.0218863,1000.0218863,1000.0218863,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,301,5,2,m,yes,yes,yes,no,2023-10-14_13h22.53.242,all_task_Ver_0825,2023.1.3,59.9155430421638
positive,negative,1,l,j,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,3,3,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,2,2,1,negative,positive,1000.0218863,1000.0218863,1000.0218863,1000.0218863,1001.01990650001,1001.04142840003,j,j,1,2.44955919997301,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,flanker,1003.47203490004,1004.48704949999,1003.47203490004,1004.48704949999,1003.47203490004,1004.48704949999,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,301,5,2,m,yes,yes,yes,no,2023-10-14_13h22.53.242,all_task_Ver_0825,2023.1.3,59.9155430421638
positive,neutral,1,l,j,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,4,4,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,1,1,1,neutral,positive,1004.48704949999,1004.48704949999,1004.48704949999,1004.48704949999,1005.49133590003,1005.49133590003,j,j,1,1.86743220000062,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,flanker,1007.35466730001,1007.35466730001,1007.35466730001,1007.35466730001,1007.35466730001,1007.35466730001,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,301,5,2,m,yes,yes,yes,no,2023-10-14_13h22.53.242,all_task_Ver_0825,2023.1.3,59.9155430421638
positive,positive,1,l,j,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,5,5,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,1,1,1,positive,positive,1007.35466730001,1007.35466730001,1007.35466730001,1007.35466730001,1008.34175130003,1008.37061590003,j,j,1,1.59726670000236,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,flanker,1009.95439640002,1009.95439640002,1009.95439640002,1009.95439640002,1009.95439640002,1009.95439640002,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,301,5,2,m,yes,yes,yes,no,2023-10-14_13h22.53.242,all_task_Ver_0825,2023.1.3,59.9155430421638
positive,neutral,2,l,j,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,6,6,17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,2,2,2,neutral,positive,1009.95439640002,1009.95439640002,1009.95439640002,1009.95439640002,1010.9538125,1010.97506270005,j,j,1,1.53226840001298,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,flanker,1012.48765850003,1012.48765850003,1012.48765850003,1012.48765850003,1012.48765850003,1012.48765850003,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,301,5,2,m,yes,yes,yes,no,2023-10-14_13h22.53.242,all_task_Ver_0825,2023.1.3,59.9155430421638
negative,negative,1,j,l,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,7,7,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,1,1,1,negative,negative,1012.48765850003,1012.48765850003,1012.48765850003,1012.48765850003,1013.49241320003,1013.49241320003,l,l,1,1.48207840003306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,flanker,1014.97115490003,1014.97115490003,1014.97115490003,1014.97115490003,1014.97115490003,1014.97115490003,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,301,5,2,m,yes,yes,yes,no,2023-10-14_13h22.53.242,all_task_Ver_0825,2023.1.3,59.9155430421638
neutral,neutral,1,k,k,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,8,8,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,2,2,1,neutral,neutral,1014.97115490003,1014.97115490003,1014.97115490003,1014.97115490003,1015.9681386,1015.98872170004,k,k,1,2.59773670003051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,flanker,1018.5551009,1019.56834990002,1018.5551009,1019.56834990002,1018.5551009,1019.56834990002,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,301,5,2,m,yes,yes,yes,no,2023-10-14_13h22.53.242,all_task_Ver_0825,2023.1.3,59.9155430421638
neutral,neutral,2,k,k,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,9,9,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,2,2,2,neutral,neutral,1019.56834990002,1019.56834990002,1019.56834990002,1019.56834990002,1020.5547103,1020.5760298,k,k,1,1.15356859995518,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,flanker,1021.72339240002,1021.72339240002,1021.72339240002,1021.72339240002,1021.72339240002,1021.72339240002,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,301,5,2,m,yes,yes,yes,no,2023-10-14_13h22.53.242,all_task_Ver_0825,2023.1.3,59.9155430421638
neutral,positive,1,k,k,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,10,10,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,2,2,1,positive,neutral,1021.72339240002,1021.72339240002,1021.72339240002,1021.72339240002,1022.70624670002,1022.72364410001,k,k,1,1.44685470004333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,flanker,1024.17025359999,1024.17025359999,1024.17025359999,1024.17025359999,1024.17025359999,1024.17025359999,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,301,5,2,m,yes,yes,yes,no,2023-10-14_13h22.53.242,all_task_Ver_0825,2023.1.3,59.9155430421638
negative,positive,2,j,l,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,11,11,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,1,1,2,positive,negative,1024.17025359999,1024.17025359999,1024.17025359999,1024.17025359999,1025.185727,1025.21869170002,l,l,1,1.88285180000821,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,flanker,1027.05692460004,1027.05692460004,1027.05692460004,1027.05692460004,1027.05692460004,1027.05692460004,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,301,5,2,m,yes,yes,yes,no,2023-10-14_13h22.53.242,all_task_Ver_0825,2023.1.3,59.9155430421638
positive,negative,2,l,j,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,12,12,14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,2,2,2,negative,positive,1027.05692460004,1027.05692460004,1027.05692460004,1027.05692460004,1028.05504850001,1028.07604020002,j,j,1,2.61752450000495,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,flanker,1030.67388770002,1031.68936419999,1030.67388770002,1031.68936419999,1030.67388770002,1031.68936419999,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,301,5,2,m,yes,yes,yes,no,2023-10-14_13h22.53.242,all_task_Ver_0825,2023.1.3,59.9155430421638
negative,negative,2,j,l,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,13,13,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,2,2,2,negative,negative,1031.68936419999,1031.68936419999,1031.68936419999,1031.68936419999,1032.68867260002,1032.70958090003,l,l,1,2.68564020004123,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,flanker,1035.35970820003,1036.37287340005,1035.35970820003,1036.37287340005,1035.35970820003,1036.37287340005,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,301,5,2,m,yes,yes,yes,no,2023-10-14_13h22.53.242,all_task_Ver_0825,2023.1.3,59.9155430421638
neutral,positive,2,k,k,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,14,14,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,2,2,2,positive,neutral,1036.37287340005,1036.37287340005,1036.37287340005,1036.37287340005,1037.37233310001,1037.39313800004,k,k,1,2.16844259999925,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,flanker,1039.52653570002,1040.53915329999,1039.52653570002,1040.53915329999,1039.52653570002,1040.53915329999,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,301,5,2,m,yes,yes,yes,no,2023-10-14_13h22.53.242,all_task_Ver_0825,2023.1.3,59.9155430421638
negative,positive,1,j,l,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,15,15,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,2,2,1,positive,negative,1040.53915329999,1040.53915329999,1040.53915329999,1040.53915329999,1041.52703900001,1041.5558496,l,l,1,1.58499990002019,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,flanker,1043.12497270002,1043.12497270002,1043.12497270002,1043.12497270002,1043.12497270002,1043.12497270002,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,301,5,2,m,yes,yes,yes,no,2023-10-14_13h22.53.242,all_task_Ver_0825,2023.1.3,59.9155430421638
