target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,fl_inst_resp_keys,mouse_x,mouse_y,mouse_leftButton,mouse_midButton,mouse_rightButton,mouse_started,mouse_stopped,sound_1_started,sound_1_stopped,no_text_started,no_text_stopped,yes_text_started,yes_text_stopped,mouse_2_x,mouse_2_y,mouse_2_leftButton,mouse_2_midButton,mouse_2_rightButton,mouse_2_started,mouse_2_stopped,back_2_started,back_2_stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl_started,fix_fl_stopped,targ_started,targ_stopped,j_button_started,j_button_stopped,k_button_started,k_button_stopped,l_button_started,l_button_stopped,j_button2_started,j_button2_stopped,k_button2_started,k_button2_stopped,l_button2_started,l_button2_stopped,mainback_started,mainback_stopped,key_resp_keys,key_resp_rt,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,mouse_6_started,mouse_6_stopped,id_,age_,gender_,date,expName,psychopyVersion,frameRate
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,6,168,17,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,1,1,2,neutral,positive,l,l,1,0.961967900017044,515.340322600008,516.380181799992,516.33390279999,None,515.340322600008,None,515.340322600008,None,515.340322600008,None,517.241916130012,None,517.241916130012,None,517.241916130012,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
negative,negative,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,7,169,0,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,2,2,1,negative,negative,j,j,1,0.961208600027021,517.315521899989,518.375878199993,518.327739900007,None,517.315521899989,None,517.315521899989,None,517.315521899989,None,519.208981119993,None,519.208981119993,None,519.208981119993,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,8,170,7,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,1,1,1,negative,neutral,k,k,1,0.725973799999338,519.269021099986,520.329639000003,520.281087399984,None,519.269021099986,None,519.269021099986,None,519.269021099986,None,520.94800102,None,520.94800102,None,520.94800102,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,9,171,3,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,1,1,1,neutral,negative,j,j,1,0.867694199987454,520.981990200002,522.042281600006,521.992152599996,None,520.981990200002,None,520.981990200002,None,520.981990200002,None,522.808918709995,None,522.808918709995,None,522.808918709995,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
positive,positive,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,10,172,11,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,2,2,2,positive,positive,l,l,1,0.75137040001573,522.849855500011,523.861941699986,523.838763500011,None,522.849855500011,None,522.849855500011,None,522.849855500011,None,524.576904920011,None,524.576904920011,None,524.576904920011,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,11,173,16,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,2,2,2,negative,neutral,k,k,1,0.789415099978214,524.603258499992,525.636273300013,525.636273300013,None,524.603258499992,None,524.603258499992,None,524.603258499992,None,526.37393761999,None,526.37393761999,None,526.37393761999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,12,174,4,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,1,1,1,positive,neutral,k,k,1,0.753004600002896,526.415729200002,527.489925600006,527.442933299986,None,526.415729200002,None,526.415729200002,None,526.415729200002,None,528.120025010005,None,528.120025010005,None,528.120025010005,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,13,175,12,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,2,2,2,neutral,negative,j,j,1,0.846802599990042,528.163255799998,529.214669799985,529.166658300004,None,528.163255799998,None,528.163255799998,None,528.163255799998,None,529.978362320014,None,529.978362320014,None,529.978362320014,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
positive,negative,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,14,176,5,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,1,1,1,negative,positive,l,l,1,1.20853430000716,530.0500703,531.089077299985,531.038542800001,None,530.0500703,None,530.0500703,None,530.0500703,None,532.198445520009,None,532.198445520009,None,532.198445520009,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
positive,positive,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,15,177,2,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,2,2,1,positive,positive,l,l,1,1.0445532000158,532.248788900004,533.287070599996,533.238713300001,None,532.248788900004,None,532.248788900004,None,532.248788900004,None,534.257481319999,None,534.257481319999,None,534.257481319999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
negative,positive,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,16,178,6,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,1,1,1,positive,negative,j,j,1,0.790825600008247,534.289350900013,535.328099700011,535.28424519999,None,534.289350900013,None,534.289350900013,None,534.289350900013,None,536.054062720004,None,536.054062720004,None,536.054062720004,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,17,179,10,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,1,1,2,neutral,neutral,k,k,1,0.781784699996933,536.085570299998,537.147920299991,537.099017900007,None,536.085570299998,None,536.085570299998,None,536.085570299998,None,537.845243720012,None,537.845243720012,None,537.845243720012,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,0,180,3,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,2,2,1,neutral,negative,j,j,1,1.25878299999749,537.8689266,538.942344799987,538.893214599986,None,537.8689266,None,537.8689266,None,537.8689266,None,540.105107320001,None,540.105107320001,None,540.105107320001,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
negative,negative,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,1,181,0,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,1,1,1,negative,negative,j,j,1,0.79285830000299,540.166456200008,541.233911399991,541.186914799997,None,540.166456200008,None,540.166456200008,None,540.166456200008,None,541.905021920008,None,541.905021920008,None,541.905021920008,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,2,182,13,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,2,2,2,positive,neutral,k,k,1,0.912028199993074,541.970630099997,543.023409299989,542.975579899998,None,541.970630099997,None,541.970630099997,None,541.970630099997,None,543.828043630003,None,543.828043630003,None,543.828043630003,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
negative,positive,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,3,183,15,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,1,1,2,positive,negative,j,j,1,1.04188020000583,543.902166999993,544.950719799992,544.904895799991,None,543.902166999993,None,543.902166999993,None,543.902166999993,None,545.883771430008,None,545.883771430008,None,545.883771430008,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,4,184,8,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,2,2,1,neutral,positive,l,l,1,1.03197140002158,545.952810499992,547.001471800002,546.953547199984,None,545.952810499992,None,545.952810499992,None,545.952810499992,None,547.920815620012,None,547.920815620012,None,547.920815620012,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,5,185,12,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,1,1,2,neutral,negative,j,j,1,0.848500400024932,547.996597399993,549.07051379999,549.021812199993,None,547.996597399993,None,547.996597399993,None,547.996597399993,None,549.783208720002,None,549.783208720002,None,549.783208720002,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
positive,positive,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,6,186,11,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,1,1,2,positive,positive,l,l,1,1.58111780000036,549.818742200005,550.903317499993,550.853925200005,None,549.818742200005,None,549.818742200005,None,549.818742200005,None,552.385506299994,None,552.385506299994,None,552.385506299994,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,7,187,16,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,2,2,2,negative,neutral,k,k,1,0.819001399999252,553.466794999986,554.51282850001,554.463596599991,None,553.466794999986,None,553.466794999986,None,553.466794999986,None,555.226596320013,None,555.226596320013,None,555.226596320013,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
negative,negative,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,8,188,9,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,2,2,2,negative,negative,j,j,1,0.843109499983257,555.260224500002,556.293883300008,556.293883300008,None,555.260224500002,None,555.260224500002,None,555.260224500002,None,557.076352619997,None,557.076352619997,None,557.076352619997,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,9,189,10,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,1,1,2,neutral,neutral,k,k,1,0.791199100000085,557.10969360001,558.158285399986,558.109694299987,None,557.10969360001,None,557.10969360001,None,557.10969360001,None,558.873588120006,None,558.873588120006,None,558.873588120006,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
positive,negative,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,10,190,5,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,1,1,1,negative,positive,l,l,1,0.989967300003627,558.905376499984,559.958922099991,559.905929400004,None,558.905376499984,None,558.905376499984,None,558.905376499984,None,560.868726320006,None,560.868726320006,None,560.868726320006,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
positive,negative,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,11,191,14,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,2,2,2,negative,positive,l,l,1,1.0063713999989,560.904330699996,561.945092000009,561.945092000009,None,560.904330699996,None,560.904330699996,None,560.904330699996,None,562.867011809995,None,562.867011809995,None,562.867011809995,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,12,192,4,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,1,1,1,positive,neutral,k,k,1,0.792996400006814,562.906950400007,563.937869299989,563.937869299989,None,562.906950400007,None,562.906950400007,None,562.906950400007,None,564.676961420011,None,564.676961420011,None,564.676961420011,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
positive,positive,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,13,193,2,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,1,1,1,positive,positive,l,l,1,0.868313799990574,564.714134400012,565.765090600005,565.71667210001,None,564.714134400012,None,564.714134400012,None,564.714134400012,None,566.541210209992,None,566.541210209992,None,566.541210209992,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
negative,positive,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,14,194,6,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,2,2,1,positive,negative,j,j,1,1.34405320000951,566.573217900004,567.626334800007,567.578297,None,566.573217900004,None,566.573217900004,None,566.573217900004,None,568.89628852001,None,568.89628852001,None,568.89628852001,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,15,195,7,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,2,2,1,negative,neutral,k,k,1,0.819345700001577,568.944359199988,570.004489299987,569.952562299994,None,568.944359199988,None,568.944359199988,None,568.944359199988,None,570.714916209993,None,570.714916209993,None,570.714916209993,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,16,196,17,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,1,1,2,neutral,positive,l,l,1,0.943582800013246,570.752690399997,571.808813300013,571.808813300013,None,570.752690399997,None,570.752690399997,None,570.752690399997,None,572.666362220008,None,572.666362220008,None,572.666362220008,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,17,197,1,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,1,1,1,neutral,neutral,k,k,1,0.740678200003458,572.750681300007,573.79394850001,573.745733299991,None,572.750681300007,None,572.750681300007,None,572.750681300007,None,574.425333620014,None,574.425333620014,None,574.425333620014,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,0,198,12,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,2,2,2,neutral,negative,j,j,1,0.965968600008637,574.469561500009,575.532179300004,575.482497199991,None,574.469561500009,None,574.469561500009,None,574.469561500009,None,576.401941920014,None,576.401941920014,None,576.401941920014,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
negative,negative,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,1,199,9,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,1,1,2,negative,negative,j,j,1,0.846668000012869,576.466595100006,577.506540100003,577.459175600001,None,576.466595100006,None,576.466595100006,None,576.466595100006,None,578.260337129998,None,578.260337129998,None,578.260337129998,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,2,200,8,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,1,1,1,neutral,positive,l,l,1,1.06749050001963,578.334527500003,579.380677400011,579.333616699994,None,578.334527500003,None,578.334527500003,None,578.334527500003,None,580.335042919987,None,580.335042919987,None,580.335042919987,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,3,201,7,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,2,2,1,negative,neutral,k,k,1,0.814110200008145,580.373673199996,581.421841000003,581.384610799985,None,580.373673199996,None,580.373673199996,None,580.373673199996,None,582.159408119996,None,582.159408119996,None,582.159408119996,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
positive,positive,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,4,202,2,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,1,1,1,positive,positive,l,l,1,0.869478100008564,582.190636399988,583.244767600001,583.19619290001,None,582.190636399988,None,582.190636399988,None,582.190636399988,None,584.037997729995,None,584.037997729995,None,584.037997729995,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,5,203,16,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,2,2,2,negative,neutral,k,k,1,0.932611199998064,584.104388800013,585.149284999992,585.101379600004,None,584.104388800013,None,584.104388800013,None,584.104388800013,None,585.978106230008,None,585.978106230008,None,585.978106230008,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
negative,positive,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,6,204,6,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,2,2,1,positive,negative,j,j,1,1.07980340000358,586.05112009999,587.108142199984,587.059646400012,None,586.05112009999,None,586.05112009999,None,586.05112009999,None,588.062762520008,None,588.062762520008,None,588.062762520008,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,7,205,17,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,1,1,2,neutral,positive,l,l,1,0.790418300020974,588.132892900001,589.160223299987,589.127054699988,None,588.132892900001,None,588.132892900001,None,588.132892900001,None,589.868837420008,None,589.868837420008,None,589.868837420008,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,8,206,13,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,1,1,2,positive,neutral,k,k,1,0.771542200003751,589.929229400004,590.971272299998,590.921290700004,None,589.929229400004,None,589.929229400004,None,589.929229400004,None,591.648499719996,None,591.648499719996,None,591.648499719996,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
negative,negative,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,9,207,0,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,1,1,1,negative,negative,j,j,1,1.16812600000412,591.680981999991,592.758629399992,592.710575100005,None,591.680981999991,None,591.680981999991,None,591.680981999991,None,593.821740220004,None,593.821740220004,None,593.821740220004,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,10,208,3,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,2,2,1,neutral,negative,j,j,1,0.775204599980498,593.853850299987,594.89815210001,594.89815210001,None,593.853850299987,None,593.853850299987,None,593.853850299987,None,595.59210590999,None,595.59210590999,None,595.59210590999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,11,209,4,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,1,1,1,positive,neutral,k,k,1,0.795097099995473,595.624349399994,596.690792699985,596.642791399994,None,595.624349399994,None,595.624349399994,None,595.624349399994,None,597.402447019989,None,597.402447019989,None,597.402447019989,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
positive,negative,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,12,210,14,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,1,1,2,negative,positive,l,l,1,0.814266000001226,597.437056900002,598.512708299997,598.460067200009,None,597.437056900002,None,597.437056900002,None,597.437056900002,None,599.224869730015,None,599.224869730015,None,599.224869730015,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
